# Generated by scripts/update_gplay_version_catalog.py
# Sources: minecraft-linux/mcpelauncher-versiondb architecture databases
# Classification: tools/mcbedrock-get/catalog.py (shared with the Windows helper)
# version_code	abi	channel	version_name	edition	update	renderer	notes
972102003	arm64	release	1.21.20.03	Bedrock	Tricky Trials	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972100202	arm64	release	1.21.2.02	Bedrock	Tricky Trials	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972100103	arm64	release	1.21.1.03	Bedrock	Tricky Trials	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972100003	arm64	release	1.21.0.03	Bedrock	Tricky Trials	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972008101	arm64	release	1.20.81.01	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972008005	arm64	release	1.20.80.05	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972007501	arm64	release	1.20.73.01	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972007401	arm64	release	1.20.72.01	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972007301	arm64	release	1.20.71.01	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972007206	arm64	release	1.20.70.06	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972007102	arm64	release	1.20.62.02	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972006004	arm64	release	1.20.60.04	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972005101	arm64	release	1.20.51.01	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972005003	arm64	release	1.20.50.03	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972004102	arm64	release	1.20.41.02	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972004001	arm64	release	1.20.40.01	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972003203	arm64	release	1.20.32.03	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972003101	arm64	release	1.20.31.01	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972003002	arm64	release	1.20.30.02	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972001501	arm64	release	1.20.15.01	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972001201	arm64	release	1.20.12.01	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972001001	arm64	release	1.20.10.01	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972000102	arm64	release	1.20.1.02	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
972000001	arm64	release	1.20.0.01	Bedrock	Trails & Tales	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971908301	arm64	release	1.19.83.01	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971908101	arm64	release	1.19.81.01	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971908002	arm64	release	1.19.80.02	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971907302	arm64	release	1.19.73.02	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971907102	arm64	release	1.19.71.02	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971907002	arm64	release	1.19.70.02	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971906301	arm64	release	1.19.63.01	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971906201	arm64	release	1.19.62.01	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971906003	arm64	release	1.19.60.03	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971905101	arm64	release	1.19.51.01	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971905002	arm64	release	1.19.50.02	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971904101	arm64	release	1.19.41.01	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971904002	arm64	release	1.19.40.02	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971903101	arm64	release	1.19.31.01	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971903004	arm64	release	1.19.30.04	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971902201	arm64	release	1.19.22.01	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971902101	arm64	release	1.19.21.01	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971902002	arm64	release	1.19.20.02	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971901101	arm64	release	1.19.11.01	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971901003	arm64	release	1.19.10.03	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971900202	arm64	release	1.19.2.02	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971900005	arm64	release	1.19.0.05	Bedrock	The Wild Update	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971803104	arm64	release	1.18.31.04	Bedrock	Caves & Cliffs: Part II	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971803004	arm64	release	1.18.30.04	Bedrock	Caves & Cliffs: Part II	RenderDragon	RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
971801201	arm64	release	1.18.12.01	Bedrock	Caves & Cliffs: Part II	No RenderDragon	tiny UI on a handheld screen
971801004	arm64	release	1.18.10.04	Bedrock	Caves & Cliffs: Part II	No RenderDragon	tiny UI on a handheld screen
971800203	arm64	release	1.18.2.03	Bedrock	Caves & Cliffs: Part II	No RenderDragon	tiny UI on a handheld screen
971800102	arm64	release	1.18.1.02	Bedrock	Caves & Cliffs: Part II	No RenderDragon	tiny UI on a handheld screen
971800002	arm64	release	1.18.0.02	Bedrock	Caves & Cliffs: Part II	No RenderDragon	tiny UI on a handheld screen
971704101	arm64	release	1.17.41.01	Bedrock	Caves & Cliffs: Part I	No RenderDragon	tiny UI on a handheld screen
971704006	arm64	release	1.17.40.06	Bedrock	Caves & Cliffs: Part I	No RenderDragon	tiny UI on a handheld screen
971703402	arm64	release	1.17.34.02	Bedrock	Caves & Cliffs: Part I	No RenderDragon	tiny UI on a handheld screen
971703202	arm64	release	1.17.32.02	Bedrock	Caves & Cliffs: Part I	No RenderDragon	tiny UI on a handheld screen
971703004	arm64	release	1.17.30.04	Bedrock	Caves & Cliffs: Part I	No RenderDragon	tiny UI on a handheld screen
971701101	arm64	release	1.17.11.01	Bedrock	Caves & Cliffs: Part I	No RenderDragon	tiny UI on a handheld screen
971701004	arm64	release	1.17.10.04	Bedrock	Caves & Cliffs: Part I	No RenderDragon	tiny UI on a handheld screen
971700201	arm64	release	1.17.2.01	Bedrock	Caves & Cliffs: Part I	No RenderDragon	tiny UI on a handheld screen
971700002	arm64	release	1.17.0.02	Bedrock	Caves & Cliffs: Part I	No RenderDragon	tiny UI on a handheld screen
971622101	arm64	release	1.16.221.01	Bedrock	Nether Update	No RenderDragon	
971622002	arm64	release	1.16.220.02	Bedrock	Nether Update	No RenderDragon	
971621005	arm64	release	1.16.210.05	Bedrock	Nether Update	No RenderDragon	
971620101	arm64	release	1.16.201.01	Bedrock	Nether Update	No RenderDragon	
971620002	arm64	release	1.16.200.02	Bedrock	Nether Update	No RenderDragon	
971610101	arm64	release	1.16.101.01	Bedrock	Nether Update	No RenderDragon	
971610004	arm64	release	1.16.100.04	Bedrock	Nether Update	No RenderDragon	
943164002	arm64	release	1.16.40.02	Bedrock	Nether Update	No RenderDragon	
943162003	arm64	release	1.16.20.03	Bedrock	Nether Update	No RenderDragon	
943161002	arm64	release	1.16.10.02	Bedrock	Nether Update	No RenderDragon	
943160102	arm64	release	1.16.1.02	Bedrock	Nether Update	No RenderDragon	
943160002	arm64	release	1.16.0.2	Bedrock	Nether Update	No RenderDragon	
943146005	arm64	release	1.14.60.5	Bedrock	Buzzy Bees	No RenderDragon	older than any build tested on this port
952113028	armhf	preview	1.21.130.28	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952113027	armhf	preview	1.21.130.27	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952113026	armhf	preview	1.21.130.26	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952113024	armhf	preview	1.21.130.24	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952113022	armhf	preview	1.21.130.22	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952113020	armhf	preview	1.21.130.20	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952112025	armhf	preview	1.21.120.25	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952112024	armhf	preview	1.21.120.24	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952112023	armhf	preview	1.21.120.23	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952112022	armhf	preview	1.21.120.22	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952112021	armhf	preview	1.21.120.21	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952112020	armhf	preview	1.21.120.20	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952111026	armhf	preview	1.21.110.26	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952111025	armhf	preview	1.21.110.25	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952111024	armhf	preview	1.21.110.24	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952111023	armhf	preview	1.21.110.23	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952111022	armhf	preview	1.21.110.22	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952111020	armhf	preview	1.21.110.20	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952110024	armhf	preview	1.21.100.24	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952110023	armhf	preview	1.21.100.23	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952110022	armhf	preview	1.21.100.22	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952110021	armhf	preview	1.21.100.21	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952110020	armhf	preview	1.21.100.20	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952109028	armhf	preview	1.21.90.28	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952109027	armhf	preview	1.21.90.27	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952109026	armhf	preview	1.21.90.26	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952109025	armhf	preview	1.21.90.25	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952109023	armhf	preview	1.21.90.23	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952109021	armhf	preview	1.21.90.21	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952109020	armhf	preview	1.21.90.20	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952108028	armhf	preview	1.21.80.28	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952108027	armhf	preview	1.21.80.27	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952108025	armhf	preview	1.21.80.25	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952108022	armhf	preview	1.21.80.22	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952108021	armhf	preview	1.21.80.21	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952108020	armhf	preview	1.21.80.20	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952107026	armhf	preview	1.21.70.26	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952107025	armhf	preview	1.21.70.25	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952107024	armhf	preview	1.21.70.24	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952107023	armhf	preview	1.21.70.23	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952107022	armhf	preview	1.21.70.22	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952107020	armhf	preview	1.21.70.20	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952106028	armhf	preview	1.21.60.28	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952106027	armhf	preview	1.21.60.27	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952106025	armhf	preview	1.21.60.25	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952106024	armhf	preview	1.21.60.24	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952106023	armhf	preview	1.21.60.23	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952106021	armhf	preview	1.21.60.21	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952105069	armhf	preview	1.21.50.29	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952105068	armhf	preview	1.21.50.28	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952105066	armhf	preview	1.21.50.26	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952105065	armhf	preview	1.21.50.25	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952105064	armhf	preview	1.21.50.24	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952105062	armhf	preview	1.21.50.22	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952105020	armhf	preview	1.21.50.20	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952104025	armhf	preview	1.21.40.25	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952104023	armhf	preview	1.21.40.23	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952104022	armhf	preview	1.21.40.22	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952104021	armhf	preview	1.21.40.21	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952104020	armhf	preview	1.21.40.20	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952103025	armhf	preview	1.21.30.25	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952103024	armhf	preview	1.21.30.24	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952103023	armhf	preview	1.21.30.23	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952103022	armhf	preview	1.21.30.22	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952103021	armhf	preview	1.21.30.21	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952102024	armhf	preview	1.21.20.24	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952102023	armhf	preview	1.21.20.23	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952102022	armhf	preview	1.21.20.22	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952102021	armhf	preview	1.21.20.21	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952101024	armhf	preview	1.21.10.24	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952101023	armhf	preview	1.21.10.23	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952101022	armhf	preview	1.21.10.22	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952101021	armhf	preview	1.21.10.21	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952101020	armhf	preview	1.21.10.20	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952100026	armhf	preview	1.21.0.26	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952100025	armhf	preview	1.21.0.25	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952100024	armhf	preview	1.21.0.24	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952100023	armhf	preview	1.21.0.23	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952100022	armhf	preview	1.21.0.22	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952100021	armhf	preview	1.21.0.21	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952100020	armhf	preview	1.21.0.20	Bedrock	Tricky Trials	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952008024	armhf	preview	1.20.80.24	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952008023	armhf	preview	1.20.80.23	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952008022	armhf	preview	1.20.80.22	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952008021	armhf	preview	1.20.80.21	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952008020	armhf	preview	1.20.80.20	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952007225	armhf	preview	1.20.70.25	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952007224	armhf	preview	1.20.70.24	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952007022	armhf	preview	1.20.70.22	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952007021	armhf	preview	1.20.70.21	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952007020	armhf	preview	1.20.70.20	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952006026	armhf	preview	1.20.60.26	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952006025	armhf	preview	1.20.60.25	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952006024	armhf	preview	1.20.60.24	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952006023	armhf	preview	1.20.60.23	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952006022	armhf	preview	1.20.60.22	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952006021	armhf	preview	1.20.60.21	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952006020	armhf	preview	1.20.60.20	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952005024	armhf	preview	1.20.50.24	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952005023	armhf	preview	1.20.50.23	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952005022	armhf	preview	1.20.50.22	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952005021	armhf	preview	1.20.50.21	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952005020	armhf	preview	1.20.50.20	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952004024	armhf	preview	1.20.40.24	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952004023	armhf	preview	1.20.40.23	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952004022	armhf	preview	1.20.40.22	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952004021	armhf	preview	1.20.40.21	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952004020	armhf	preview	1.20.40.20	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952003025	armhf	preview	1.20.30.25	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952003024	armhf	preview	1.20.30.24	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
952003022	armhf	preview	1.20.30.22	Bedrock	Trails & Tales	RenderDragon	beta/preview build · RenderDragon — guaranteed to stutter, do not use · tiny UI on a handheld screen
